id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
872,Q8006,872,Akira_Kurosawa,Akira Kurosawa,FILM DIRECTOR,0,M,,FALSE,150,29.52958564,Shinagawa,35.6,139.7333333,335939,Japan,1910-03-23,1910,Setagaya,35.64657222,139.6532472,335947,Japan,1998-09-06,1998,shinagawa,setagaya,FALSE,9.256770415,88,643684,5.697933773,82.761692
8193,Q40946,8193,Daniel_Defoe,Daniel Defoe,WRITER,0,M,,FALSE,102,29.52920838,Cripplegate,51.518087,-0.0931473,381363,United Kingdom,1660-09-13,1660,Moorfields,51.518188,-0.088611,401429,United Kingdom,1731-04-24,1731,cripplegate,moorfields,FALSE,12.42755054,71,246168,4.179596611,82.760634
39070,Q150726,39070,"Maximilian_I,_Holy_Roman_Emperor","Maximilian I, Holy Roman Emperor",POLITICIAN,0,M,,FALSE,74,29.52183675,Wiener Neustadt,47.81666667,16.25,1030100,Austria,1459-03-22,1459,Wels,48.15,14.01666667,239441,Austria,1519-01-12,1519,wiener-neustadt,wels,FALSE,10.50087785,60,417484,3.367278297,82.739974
168006,Q19825,168006,Cecil_Rhodes,Cecil Rhodes,BUSINESSPERSON,0,M,,FALSE,84,29.52122082,Bishop's Stortford,51.872,0.1725,368377,United Kingdom,1853-07-05,1853,Muizenberg,-34.105,18.47166667,2503362,South Africa,1902-03-26,1902,bishops-stortford,muizenberg,FALSE,19.62235125,49,144660,2.43275697,82.738248
45660,Q47478,45660,Swami_Vivekananda,Swami Vivekananda,PHILOSOPHER,0,M,,FALSE,92,29.51953878,Kolkata,22.5675,88.37,47905,India,1863-01-12,1863,Belur Math,22.6325,88.35638889,1775566,India,1902-07-04,1902,kolkata,belur-math,FALSE,11.41838576,39,569813,3.733987027,82.733534
44886,Q133350,44886,Pope_Sixtus_V,Pope Sixtus V,RELIGIOUS FIGURE,0,M,,FALSE,74,29.51848363,Grottammare,42.98972222,13.86583333,2437502,Italy,1520-12-13,1520,Rome,41.89333333,12.48277778,25458,Italy,1590-08-27,1590,grottammare,rome,FALSE,12.18550566,70,277632,3.025525632,82.730576
4637590,Q392,4637590,Bob_Dylan,Bob Dylan,MUSICIAN,0,M,bobdylan,TRUE,143,29.51813956,"Duluth, Minnesota",46.78694444,-92.09805556,63503,United States,1941-05-24,1941,,,,,,,,duluth-minnesota,,FALSE,4.564191039,84,4983745,7.860759004,82.729612
140526,Q57100,140526,Maria_Goeppert_Mayer,Maria Goeppert Mayer,PHYSICIST,0,F,,FALSE,97,29.51665482,Katowice,50.2625,19.02166667,42185,Poland,1906-06-28,1906,San Diego,32.715,-117.1625,28504,United States,1972-02-20,1972,katowice,san-diego,FALSE,31.81900476,66,46947,2.132037492,82.725451
146638,Q10490,146638,Ayrton_Senna,Ayrton Senna,RACING DRIVER,0,M,,FALSE,90,29.51634772,São Paulo,-23.55,-46.63333333,390875,Brazil,1960-03-21,1960,Bologna,44.49388889,11.34277778,21069333,Italy,1994-05-01,1994,sao-paulo,bologna,FALSE,10.87623327,34,7457237,3.378091834,82.72459
211681,Q152923,211681,"Rudolf,_Crown_Prince_of_Austria","Rudolf, Crown Prince of Austria",NOBLEMAN,0,M,,FALSE,47,29.51298491,Laxenburg castles,48.065,16.358,4350522,Austria,1858-08-21,1858,Mayerling,48.04694444,16.09833333,20815,Austria,1889-01-30,1889,laxenburg-castles,mayerling,FALSE,11.58866106,31,1292989,2.343589762,82.715165
151069,Q150611,151069,"Ferdinand_I,_Holy_Roman_Emperor","Ferdinand I, Holy Roman Emperor",POLITICIAN,0,M,,FALSE,70,29.5095454,Alcalá de Henares,40.46666667,-3.36666667,89852,Spain,1503-03-10,1503,Vienna,48.20833333,16.3725,55866,Austria,1564-07-25,1564,alcala-de-henares,vienna,FALSE,11.77422443,61,338781,3.112019683,82.705526
4163,Q33760,4163,Bertrand_Russell,Bertrand Russell,MATHEMATICIAN,0,M,,FALSE,125,29.50245372,Trellech,51.74506,-2.7256,325703,United Kingdom,1872-05-18,1872,Penrhyndeudraeth,52.929,-4.066,2486515,United Kingdom,1970-02-02,1970,trellech,penrhyndeudraeth,FALSE,11.02928042,98,482071,5.31121989,82.68565
19990,Q171465,19990,Mehmed_III,Mehmed III,POLITICIAN,0,M,,FALSE,69,29.49950912,Manisa,38.61444444,27.42916667,1328854,Türkiye,1566-05-26,1566,Topkapı Palace,41.013,28.984,252534,Türkiye,1603-12-22,1603,manisa,topkapi-palace,FALSE,9.360475911,37,633131,3.391607388,82.677397
151276,Q171136,151276,Joanna_of_Castile,Joanna of Castile,POLITICIAN,0,F,,FALSE,68,29.49394232,"Toledo, Spain",39.85666667,-4.02444444,31360,Spain,1479-11-06,1479,Tordesillas,41.5,-5,1937695,Spain,1555-04-12,1555,toledo-spain,tordesillas,FALSE,9.149681739,76,626692,3.332137171,82.661795
56472,Q43723,56472,Benjamin_Netanyahu,Benjamin Netanyahu,POLITICIAN,0,M,netanyahu,TRUE,125,29.49325616,Tel Aviv,32.08,34.78,31453,Israel,1949-10-21,1949,,,,,,,,tel-aviv,,FALSE,9.080007508,76,1990658,5.492925039,82.659872
7955693,Q43063,7955693,Archduke_Franz_Ferdinand_of_Austria,Archduke Franz Ferdinand of Austria,NOBLEMAN,0,M,,FALSE,96,29.49124636,Graz,47.07083333,15.43861111,48946,Austria,1863-12-18,1863,Sarajevo,43.85638889,18.41305556,26786,Bosnia and Herzegovina,1914-06-28,1914,graz,sarajevo,FALSE,9.697621727,51,886225,4.692016817,82.654239
25055,Q82984,25055,Pierre_de_Coubertin,Pierre de Coubertin,BUSINESSPERSON,0,M,,FALSE,91,29.49107485,Paris,48.85666667,2.35222222,22989,France,1863-01-01,1863,Geneva,46.20166667,6.14694444,12521,Switzerland,1937-09-02,1937,paris,geneva,FALSE,17.70743396,74,186911,2.965145504,82.653759
63135,Q93284,63135,Marc_Chagall,Marc Chagall,PAINTER,0,M,,FALSE,84,29.48859204,Lyozna,55.01666667,30.8,7057997,Belarus,1887-07-06,1887,Saint-Paul-de-Vence,43.698,7.122,1108759,France,1985-03-28,1985,lyozna,saint-paul-de-vence,FALSE,12.13183839,98,575117,3.258604711,82.6468
25473,Q9588,25473,Richard_Nixon,Richard Nixon,POLITICIAN,0,M,,FALSE,152,29.48753793,"Yorba Linda, California",33.889,-117.813,107841,United States,1913-01-09,1913,Manhattan,40.78333333,-73.96666667,45470,United States,1994-04-22,1994,yorba-linda-california,manhattan,FALSE,6.812133583,81,1465714,7.382884144,82.643846
36768,Q42827,36768,Pope_Gregory_I,Pope Gregory I,RELIGIOUS FIGURE,0,M,,FALSE,94,29.48582354,Rome,41.89333333,12.48277778,25458,Italy,0540-11-30,540,Rome,41.89333333,12.48277778,25458,Italy,0604-03-12,604,rome,rome,FALSE,10.65198903,64,305063,4.235176652,82.639041
24310,Q47149,24310,Pope_Sylvester_I,Pope Sylvester I,RELIGIOUS FIGURE,0,M,,FALSE,84,29.48528035,Sant'Angelo a Scala,40.98333333,14.73333333,5947790,Italy,0300-01-01,300,Rome,41.89333333,12.48277778,25458,Italy,0335-12-31,335,santangelo-a-scala,rome,FALSE,12.12796968,35,222149,3.194330939,82.637519
9516,Q14060,9516,Erwin_Rommel,Erwin Rommel,MILITARY PERSONNEL,0,M,,FALSE,88,29.47891592,Heidenheim an der Brenz,48.67611111,10.15444444,1333570,Germany,1891-11-15,1891,Blaustein,48.41833333,9.90805556,4893286,Germany,1944-10-14,1944,heidenheim-an-der-brenz,blaustein,FALSE,10.5150496,53,898549,4.149359028,82.619681
24645,Q101266,24645,Pope_Innocent_X,Pope Innocent X,RELIGIOUS FIGURE,0,M,,FALSE,74,29.47762299,Rome,41.89333333,12.48277778,25458,Italy,1574-05-06,1574,Rome,41.89333333,12.48277778,25458,Italy,1655-01-07,1655,rome,rome,FALSE,13.50701497,81,218526,2.829436708,82.616058
205150,Q482931,205150,Ferenc_Puskás,Ferenc Puskás,SOCCER PLAYER,0,M,,FALSE,86,29.47649359,Budapest,47.4925,19.05138889,36787,Hungary,1927-04-02,1927,Budapest,47.4925,19.05138889,36787,Hungary,2006-11-17,2006,budapest,budapest,FALSE,13.85538135,79,530099,3.246970436,82.612892
69818,Q168691,69818,Victor_Emmanuel_II_of_Italy,Victor Emmanuel II of Italy,POLITICIAN,0,M,,FALSE,77,29.47640966,Palazzo Carignano,45.06888889,7.68611111,9678225,Italy,1820-03-14,1820,Quirinal Palace,41.9,12.4875,285434,Italy,1878-01-09,1878,palazzo-carignano,quirinal-palace,FALSE,12.46150553,58,480545,3.250816065,82.612657
31459,Q43669,31459,Thomas_the_Apostle,Thomas the Apostle,RELIGIOUS FIGURE,0,M,,FALSE,82,29.47587718,Galilee,32.76,35.53,12639,Israel,2001-01-01,1,Parangimalai,13.00780556,80.1925,2187433,India,1972-07-03,72,galilee,parangimalai,FALSE,10.53284762,71,396090,4.132355692,82.611165
8205,Q16977,8205,Deng_Xiaoping,Deng Xiaoping,POLITICIAN,0,M,,FALSE,106,29.47520469,Guang'an,30.4564,106.6326,4042590,China,1904-08-22,1904,Beijing,39.90666667,116.3975,18603746,China,1997-02-19,1997,guangan,beijing,FALSE,8.654689221,93,1091637,4.620470988,82.60928
62531,Q7758,62531,Charles_X_of_France,Charles X of France,POLITICIAN,0,M,,FALSE,76,29.47433888,Palace of Versailles,48.80480556,2.12033333,53316,France,1757-10-09,1757,Gorizia,45.93333333,13.61666667,298622,Italy,1836-11-06,1836,palace-of-versailles,gorizia,FALSE,11.02476357,79,583421,3.658761429,82.606853
38895,Q155669,38895,"Charles_IV,_Holy_Roman_Emperor","Charles IV, Holy Roman Emperor",POLITICIAN,0,M,,FALSE,75,29.47106329,Prague,50.0875,14.42138889,23844,Czechia,1316-05-14,1316,Prague,50.0875,14.42138889,23844,Czechia,1378-11-29,1378,prague,prague,FALSE,9.890743951,62,471268,3.644379144,82.597673
24229,Q132692,24229,Pope_Gregory_XV,Pope Gregory XV,RELIGIOUS FIGURE,0,M,,FALSE,78,29.46978581,Bologna,44.49388889,11.34277778,21069333,Italy,1554-01-09,1554,Rome,41.89333333,12.48277778,25458,Italy,1623-07-08,1623,bologna,rome,FALSE,14.11942242,69,173373,2.834106569,82.594093
654507,Q5670,654507,Abu_Nuwas,Abu Nuwas,WRITER,0,M,,FALSE,142,29.4682689,Ahvaz,31.30472222,48.67833333,599079,Iran,,762,Baghdad,33.31527778,44.36611111,4492,Iraq,0814-01-01,814,ahvaz,baghdad,FALSE,10.62161862,52,160044,5.130813633,82.589841
47643,Q44272,47643,Michel_Foucault,Michel Foucault,PHILOSOPHER,0,M,,FALSE,93,29.46794744,Poitiers,46.58,0.34,51489,France,1926-10-15,1926,13th arrondissement of Paris,48.83222222,2.35555556,295543,France,1984-06-25,1984,poitiers,13th-arrondissement-of-paris,FALSE,12.10847983,58,684959,3.807055888,82.58894
140422,Q48173,140422,Bedřich_Smetana,Bedřich Smetana,COMPOSER,0,M,,FALSE,86,29.46734904,Litomyšl,49.87194444,16.31055556,695295,Czechia,1824-03-02,1824,Prague,50.0875,14.42138889,23844,Czechia,1884-05-12,1884,litomysl,prague,FALSE,14.28242758,60,284128,3.133377198,82.587263
68974,Q130221,68974,"Frederick_II,_Holy_Roman_Emperor","Frederick II, Holy Roman Emperor",POLITICIAN,0,M,,FALSE,77,29.46663422,Iesi,43.52361111,13.23916667,1223659,Italy,1194-12-26,1194,Torremaggiore,41.683333,15.283333,4277,Italy,1250-12-13,1250,iesi,torremaggiore,FALSE,8.578467851,56,590095,3.634306224,82.58526
19179497,Q185126,19179497,Mithridates_VI_of_Pontus,Mithridates VI of Pontus,POLITICIAN,0,M,,FALSE,63,29.46594901,"Sinop, Turkey",42.02666667,35.15111111,195267,Türkiye,0134-01-01 BC,-132,Pantikapaion,45.35083333,36.46861111,598315,,0063-01-01 BC,-63,sinop-turkey,pantikapaion,FALSE,15.98500564,69,155576,2.228668872,82.583339
3747,Q5284,3747,Bill_Gates,Bill Gates,BUSINESSPERSON,0,M,BillGates,TRUE,172,29.46421691,Seattle,47.60972222,-122.3330556,11388236,United States,1955-10-28,1955,,,,,,,,seattle,,FALSE,10.6840775,70,1905995,6.318219194,82.578485
577665,Q162900,577665,Charles_Thomson_Rees_Wilson,Charles Thomson Rees Wilson,PHYSICIST,0,M,,FALSE,87,29.46326815,Glencorse,55.8507,-3.2042,50063085,United Kingdom,1869-02-14,1869,Carlops,55.79,-3.34,27387124,United Kingdom,1959-11-15,1959,glencorse,carlops,FALSE,43.96971493,90,16521,1.477924844,82.575826
64935,Q43982,64935,Bartholomew_the_Apostle,Bartholomew the Apostle,RELIGIOUS FIGURE,0,M,,FALSE,85,29.46277826,Galilee,32.76,35.53,12639,Israel,0100-01-01 BC,-100,Syria,35,38,7515849,Syria,0100-01-01,100,galilee,syria,FALSE,11.382301,200,310313,4.115961037,82.574453
31183,Q171977,31183,Tokugawa_Ieyasu,Tokugawa Ieyasu,MILITARY PERSONNEL,0,M,,FALSE,76,29.4608343,Okazaki Castle,34.95638889,137.1588889,356199,Japan,1542-01-31,1542,Shizuoka (city),34.97555556,138.3827778,6792907,Japan,1616-06-01,1616,okazaki-castle,shizuoka-city,FALSE,7.464680635,74,906886,4.035839662,82.569004
19992,Q174762,19992,Murad_IV,Murad IV,POLITICIAN,0,M,,FALSE,71,29.45958955,Topkapı Palace,41.013,28.984,252534,Türkiye,1612-07-27,1612,Constantinople,41.0125,28.98,5646,Türkiye,1640-02-08,1640,topkapi-palace,constantinople,FALSE,9.325802274,28,686786,3.72891462,82.565516
606490,Q41914,606490,Manmohan_Singh,Manmohan Singh,POLITICIAN,0,M,,FALSE,100,29.45812365,"Gah, Pakistan",33.03,72.39,7112686,Pakistan,1932-09-26,1932,New Delhi,28.61388889,77.20888889,51585,India,2024-12-26,2024,gah-pakistan,new-delhi,FALSE,13.0452546,92,621707,4.476624035,82.561407
39764,Q2105,39764,Jacques_Chirac,Jacques Chirac,POLITICIAN,0,M,,FALSE,130,29.45584709,5th arrondissement of Paris,48.84722222,2.34444444,89841,France,1932-11-29,1932,6th arrondissement of Paris,48.85055556,2.33222222,87163,France,2019-09-26,2019,5th-arrondissement-of-paris,6th-arrondissement-of-paris,FALSE,9.62349111,87,765745,5.082584597,82.555027
8485,Q17515,8485,Diego_Maradona,Diego Maradona,SOCCER PLAYER,0,M,Maradona_Group,FALSE,142,29.45455257,Lanús,-34.7,-58.4,735971,Argentina,1960-10-30,1960,Dique Luján,-34.38333333,-58.7,65980394,Argentina,2020-11-25,2020,lanus,dique-lujan,FALSE,13.64315073,60,2298868,4.339191644,82.551399
40261,Q188627,40261,Harold_Harefoot,Harold Harefoot,NOBLEMAN,0,M,,FALSE,55,29.44978379,Northampton,52.2303748,-0.8937527,63734,United Kingdom,,1016,Oxford,51.75,-1.25,22308,United Kingdom,1040-03-23,1040,northampton,oxford,FALSE,19.75547006,24,101351,1.717690364,82.538033
7891,Q2071,7891,David_Lynch,David Lynch,FILM DIRECTOR,0,M,DAVID_LYNCH,FALSE,85,29.44692628,"Missoula, Montana",46.8625,-114.0116667,123548,United States,1946-01-20,1946,,,,,,2025-01-15,2025,missoula-montana,,FALSE,6.561681877,79,4543631,4.744554526,82.530025
46381,Q102272,46381,Jan_van_Eyck,Jan van Eyck,PAINTER,0,M,,FALSE,79,29.44207105,Maaseik,51.1,5.8,175164,Belgium,,1395,Bruges,51.20888889,3.22416667,38334190,Belgium,1441-07-09,1441,maaseik,bruges,FALSE,13.1119858,46,209617,3.253748291,82.516417
203756,Q855252,203756,Bhumibol_Adulyadej,Bhumibol Adulyadej,POLITICIAN,0,M,,FALSE,131,29.44173776,Mount Auburn Hospital,42.374414,-71.133776,32112813,United States,1927-12-05,1927,Siriraj Hospital,13.757925,100.485849,5170576,Thailand,2016-10-13,2016,mount-auburn-hospital,siriraj-hospital,FALSE,10.72110179,89,609570,5.370648899,82.515483
45610,Q82180,45610,Mata_Hari,Mata Hari,DANCER,0,F,,FALSE,78,29.44007404,Leeuwarden,53.2,5.78333333,45884,Netherlands,1876-08-07,1876,Vincennes,48.8478,2.4392,427199,France,1917-10-15,1917,leeuwarden,vincennes,FALSE,11.82014078,41,648754,3.337915779,82.51082
291884,Q7011,291884,Kālidāsa,Kālidāsa,WRITER,0,M,,FALSE,137,29.43892307,India,21,78,14533,India,,400,India,21,78,14533,India,,420,india,india,FALSE,16.56244764,20,193750,4.856502229,82.507594
138483,Q106775,138483,Richard_Harris,Richard Harris,ACTOR,0,M,,FALSE,66,29.43847755,Limerick,52.6653,-8.6238,56885,Ireland,1930-10-01,1930,Bloomsbury,51.5201,-0.1288,93897,United Kingdom,2002-10-25,2002,limerick,bloomsbury,FALSE,13.16228025,72,741962,2.453519222,82.506346
515769,Q169330,515769,Owen_Willans_Richardson,Owen Willans Richardson,PHYSICIST,0,M,,FALSE,78,29.43387376,Dewsbury,53.691,-1.633,149867,United Kingdom,1879-04-26,1879,"Alton, Hampshire",51.1498,-0.9769,350495,United Kingdom,1959-02-15,1959,dewsbury,alton-hampshire,FALSE,47.82525518,80,13877,1.158993495,82.493443
169798,Q163225,169798,Sonia_Gandhi,Sonia Gandhi,POLITICIAN,0,F,,TRUE,83,29.4333528,Lusiana,45.78333333,11.56666667,6522404,Italy,1946-12-09,1946,,,,,,,,lusiana,,FALSE,26.05528708,79,127481,2.028674884,82.491983
11786,Q7371,11786,Federico_Fellini,Federico Fellini,FILM DIRECTOR,0,M,,FALSE,127,29.43272689,Rimini,44.05944444,12.56833333,80351,Italy,1920-01-20,1920,Rome,41.89333333,12.48277778,25458,Italy,1993-10-31,1993,rimini,rome,FALSE,11.22462863,73,462332,4.45055706,82.490229
24072,Q161983,24072,Pope_Pius_IV,Pope Pius IV,RELIGIOUS FIGURE,0,M,,FALSE,78,29.43248232,Milan,45.46694444,9.19,36511,Italy,1499-04-09,1499,Rome,41.89333333,12.48277778,25458,Italy,1565-12-09,1565,milan,rome,FALSE,13.74111584,66,171310,2.874395885,82.489543
24284,Q30578,24284,Pope_Urban_II,Pope Urban II,RELIGIOUS FIGURE,0,M,,FALSE,86,29.43212182,Lagery,49.2103,3.7458,15881246,France,,1042,Rome,41.89333333,12.48277778,25458,Italy,1099-07-29,1099,lagery,rome,FALSE,12.85320678,57,199689,3.565014145,82.488533
24242,Q227694,24242,Pope_Gregory_XII,Pope Gregory XII,RELIGIOUS FIGURE,0,M,,FALSE,72,29.42955401,Venice,45.4375,12.33583333,32616,Italy,1335-05-13,1335,Recanati,43.40361111,13.54972222,1830178,Italy,1417-10-18,1417,venice,recanati,FALSE,12.89378422,82,215889,2.725578614,82.481336
63146,Q46373,63146,Edgar_Degas,Edgar Degas,PAINTER,0,M,,FALSE,94,29.42585474,Paris,48.85666667,2.35222222,22989,France,1834-07-19,1834,Paris,48.85666667,2.35222222,22989,France,1917-09-27,1917,paris,paris,FALSE,14.1599169,83,276536,3.597992206,82.470968
42001,Q43522,42001,Antonie_van_Leeuwenhoek,Antonie van Leeuwenhoek,BIOLOGIST,0,M,,FALSE,99,29.42363066,Delft,52.01166667,4.35916667,8308,Netherlands,1632-10-24,1632,Delft,52.01166667,4.35916667,8308,Netherlands,1723-08-26,1723,delft,delft,FALSE,13.06038397,91,195780,4.054047251,82.464735
11955,Q23505,11955,George_H._W._Bush,George H. W. Bush,POLITICIAN,0,M,GeorgeHWBush,FALSE,156,29.42223065,"Milton, Massachusetts",42.25,-71.06666667,318619,United States,1924-06-12,1924,Houston,29.76277778,-95.38305556,13774,United States,2018-11-30,2018,milton-massachusetts,houston,FALSE,6.512605187,94,1572513,7.555318527,82.460811
23568537,Q26918,23568537,Khalid_ibn_al-Walid,Khalid ibn al-Walid,MILITARY PERSONNEL,0,M,,FALSE,65,29.42204242,Mecca,21.4225,39.82333333,21021,Saudi Arabia,0592-01-01,592,Medina,24.47,39.61,36636,Saudi Arabia,0642-01-01,642,mecca,medina,FALSE,8.836394021,50,702806,3.421976078,82.460284
14626,Q7546,14626,Ingmar_Bergman,Ingmar Bergman,FILM DIRECTOR,0,M,,FALSE,134,29.42176557,Uppsala,59.85805556,17.64472222,31784,Sweden,1918-07-14,1918,Fårö,57.95,19.15,307862,Sweden,2007-07-30,2007,uppsala,faro,FALSE,11.20292132,89,466780,5.10698907,82.459508
32794,Q47163,32794,Vitruvius,Vitruvius,ARCHITECT,0,M,,FALSE,78,29.42116619,Rome,41.89333333,12.48277778,25458,Italy,0080-01-01 BC,-75,,,,,,,-15,rome,,FALSE,13.90332495,60,181844,3.159153437,82.457828
180568,Q201908,180568,Anni-Frid_Lyngstad,Anni-Frid Lyngstad,SINGER,0,F,,TRUE,63,29.42083186,Ballangen,68.30638889,16.74416667,178571,Norway,1945-11-15,1945,,,,,,,,ballangen,,FALSE,15.30377163,80,629967,2.307173018,82.456891
85036,Q12706,85036,Maxim_Gorky,Maxim Gorky,WRITER,0,M,,FALSE,113,29.42038504,Nizhny Novgorod,56.32694444,44.0075,65430,Russia,1868-03-16,1868,Moscow Oblast,55.7,36.96666667,372315,Russia,1936-06-18,1936,nizhny-novgorod,moscow-oblast,FALSE,9.935012317,68,632829,5.113002083,82.455638
51884,Q34105,51884,Hosni_Mubarak,Hosni Mubarak,POLITICIAN,0,M,,FALSE,116,29.41161458,Monufia Governorate,30.52,30.99,468784,Egypt,1928-05-04,1928,Cairo,30.04444444,31.23583333,6293,Egypt,2020-02-25,2020,monufia-governorate,cairo,FALSE,11.95138235,92,514382,4.517404415,82.431058
18950786,Q134817,18950786,Abdul_Hamid_II,Abdul Hamid II,POLITICIAN,0,M,,FALSE,88,29.41128136,Topkapı Palace,41.013,28.984,252534,Türkiye,1842-09-21,1842,Beylerbeyi Palace,41.043,29.04,5719337,Türkiye,1918-02-10,1918,topkapi-palace,beylerbeyi-palace,FALSE,9.330634021,76,828867,4.037651089,82.430124
1645,Q11104,1645,Ibn_al-Haytham,Ibn al-Haytham,PHYSICIST,0,M,,FALSE,89,29.40865729,Basra,30.515,47.81,57580,Iraq,,965,Cairo,30.04444444,31.23583333,6293,Egypt,1039-01-01,1039,basra,cairo,FALSE,11.68854366,74,248174,4.017305309,82.422769
742605,Q7521,742605,Möngke_Khan,Möngke Khan,POLITICIAN,0,M,,FALSE,51,29.40801012,,,,,Iraq,1209-01-17,1209,Diaoyucheng,30.005,106.315,4932914,China,1259-08-18,1259,,diaoyucheng,FALSE,16.88965115,50,168472,1.870976115,82.420956
75985,Q53448,75985,Henry_III_of_France,Henry III of France,POLITICIAN,0,M,,FALSE,71,29.40557942,Palace of Fontainebleau,48.40222222,2.70055556,81886,France,1551-09-19,1551,Château de Saint-Cloud,48.8375,2.21472222,6343746,France,1589-08-02,1589,palace-of-fontainebleau,chateau-de-saint-cloud,FALSE,9.357609271,38,528973,3.371050122,82.414143
331219,Q33772,331219,Du_Fu,Du Fu,WRITER,0,M,,FALSE,117,29.40313503,Gongyi,34.76666667,112.9666667,15517408,China,0712-01-01,712,Hunan,28.11265,112.98338,166409,China,0770-01-01,770,gongyi,hunan,FALSE,11.129761,58,181772,4.636031863,82.407292
208591,Q168776,208591,Ibrahim_of_the_Ottoman_Empire,Ibrahim of the Ottoman Empire,POLITICIAN,28.08345643,M,,FALSE,70,29.40084297,Topkapı Palace,41.013,28.984,252534,Türkiye,1615-11-05,1615,Constantinople,41.0125,28.98,5646,Türkiye,1648-08-18,1648,topkapi-palace,constantinople,FALSE,10.36838759,33,489723,3.370313642,82.400869
60886,Q167828,60886,Lev_Yashin,Lev Yashin,SOCCER PLAYER,0,M,,FALSE,78,29.39642638,Moscow,55.75583333,37.61722222,19004,Russia,1929-10-22,1929,Moscow,55.75583333,37.61722222,19004,Russia,1990-03-20,1990,moscow,moscow,FALSE,11.134667,61,934322,3.245195923,82.38849
36579,Q82339,36579,Clovis_I,Clovis I,POLITICIAN,0,M,,FALSE,86,29.39310078,Tournai,50.60555556,3.38805556,175362,Belgium,0466-01-01,466,Paris,48.85666667,2.35222222,22989,France,0511-11-27,511,tournai,paris,FALSE,9.437953194,45,404212,4.045717827,82.37917
65414,Q41555,65414,Jacques_Offenbach,Jacques Offenbach,COMPOSER,0,M,,FALSE,92,29.38976124,Cologne,50.93638889,6.95277778,6187,Germany,1819-06-20,1819,Paris,48.85666667,2.35222222,22989,France,1880-10-05,1880,cologne,paris,FALSE,16.69543335,61,163206,3.095981947,82.36981
33954,Q160852,33954,William_Ewart_Gladstone,William Ewart Gladstone,POLITICIAN,0,M,,FALSE,77,29.38539592,"Rodney Street, Liverpool",53.4018,-2.9733,3619359,United Kingdom,1809-12-29,1809,Hawarden Castle (18th century),53.18269722,-3.01728889,9070782,United Kingdom,1898-05-19,1898,rodney-street-liverpool,hawarden-castle-18th-century,FALSE,22.16634283,89,90016,2.191423843,82.357576
50139,Q164823,50139,Girolamo_Savonarola,Girolamo Savonarola,RELIGIOUS FIGURE,0,M,,FALSE,71,29.38508588,Ferrara,44.83333333,11.61666667,45846,Italy,1452-09-21,1452,Florence,43.77138889,11.25416667,11525,Italy,1498-05-23,1498,ferrara,florence,FALSE,10.75022013,46,352232,3.142641874,82.356707
52731,Q132711,52731,Pope_Paul_V,Pope Paul V,RELIGIOUS FIGURE,0,M,,FALSE,79,29.38456797,Rome,41.89333333,12.48277778,25458,Italy,1552-09-17,1552,Rome,41.89333333,12.48277778,25458,Italy,1621-01-28,1621,rome,rome,FALSE,11.78458552,69,242438,3.093372557,82.355255
18549,Q346,18549,Louis_IX_of_France,Louis IX of France,POLITICIAN,0,M,,FALSE,85,29.38328055,Poissy,48.9294,2.0456,605099,France,1214-04-25,1214,Tunis,36.80638889,10.18166667,57659,Tunisia,1270-08-25,1270,poissy,tunis,FALSE,8.960432193,56,459577,4.090277468,82.351647
48951,Q150872,48951,Empress_Matilda,Empress Matilda,NOBLEMAN,0,F,,FALSE,64,29.38256149,Winchester,51.0632,-1.308,43412,United Kingdom,1102-02-07,1102,Rouen,49.44277778,1.08861111,49114,France,1167-09-10,1167,winchester,rouen,FALSE,15.54265887,65,155290,2.359201675,82.349632
13445,Q41257,13445,Heinrich_Hertz,Heinrich Hertz,PHYSICIST,0,M,,FALSE,101,29.3780626,Hamburg,53.55,10,13467,Germany,1857-02-22,1857,Bonn,50.73333333,7.1,3295,Germany,1894-01-01,1894,hamburg,bonn,FALSE,18.75272365,37,137029,3.452031884,82.337023
50122,Q44071,50122,Yuri_Andropov,Yuri Andropov,POLITICIAN,0,M,,FALSE,99,29.37723584,Soluno-Dmitriyevskoye,44.4025,42.72194444,71569447,Russia,1914-06-15,1914,Moscow,55.75583333,37.61722222,19004,Russia,1984-02-09,1984,soluno-dmitriyevskoye,moscow,FALSE,10.39805477,70,759549,4.195151277,82.334706
13371,Q8768,13371,Henry_Ford,Henry Ford,INVENTOR,0,M,,FALSE,148,29.37673037,"Springwells Township, Michigan",42.31666667,-83.15,12509409,United States,1863-07-30,1863,"Dearborn, Michigan",42.31444444,-83.21333333,119247,United States,1947-04-07,1947,springwells-township-michigan,dearborn-michigan,FALSE,8.410191662,84,622217,6.603183556,82.333289
16403,Q185117,16403,Justin_Martyr,Justin Martyr,RELIGIOUS FIGURE,0,M,,FALSE,57,29.37487291,Nablus,32.22222222,35.26111111,233369,,0100-01-01,100,Rome,41.89333333,12.48277778,25458,Italy,0165-01-01,165,nablus,rome,FALSE,19.53828923,65,101439,1.946605067,82.328083
